	L6_T0_1	L6_T0_2	L6_T0_3	L6_T0_4	L6_T0_5	L6_T0_6	L6_T0_7	L6_T0_8	L6_T0_9	L6_T0_10	L6_T0_11	L6_T0_12	L6_T0_13	L6_T0_14	L6_T0_15	L6_T0_16	L6_T1_1	L6_T1_2	L6_T1_3	L6_T1_4	L6_T1_5	L6_T1_6	L6_T1_7	L6_T1_8	L6_T1_9	L6_T1_10	L6_T1_11	L6_T1_12	L6_T1_13	L6_T1_14	L6_T1_15	L6_T1_16	8M1_T0_1	8M1_T0_2	8M1_T0_3	8M1_T0_4	8M1_T0_5	8M1_T0_6	8M1_T0_7	8M1_T0_8	8M1_T0_9	8M1_T0_10	8M1_T0_11	8M1_T0_12	8M1_T1_1	8M1_T1_2	8M1_T1_3	8M1_T1_4	8M1_T1_5	8M1_T1_6	8M1_T1_7	8M1_T1_8	8M1_T1_9	8M1_T1_10	8M1_T1_11	8M1_T1_12	6M4_T0_1	6M4_T0_2	6M4_T0_3	6M4_T0_4	6M4_T0_5	6M4_T0_6	6M4_T0_7	6M4_T0_8	6M4_T0_9	6M4_T0_10	6M4_T0_11	6M4_T0_12	6M4_T0_13	6M4_T1_1	6M4_T1_2	6M4_T1_3	6M4_T1_4	6M4_T1_5	6M4_T1_6	6M4_T1_7	6M4_T1_8	6M4_T1_9	6M4_T1_10	6M4_T1_11	6M4_T1_12	6M4_T1_13
Olsenella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55016	0	0.09349	0	0	0	0.00033	0	0	0	0.00008	0	0	0	0.25394	0.00059	0	0.0016	0	0.00144	0	0.00135	0	0	0	0	0	0	0	0.00437	0	0.17645	0	0	0	0	0	0	0	0	0.00028	0	0	0	0	0	0	0	0	0	0	0	0.01208	0	0	0	0.00044	0	0	0	0.00072	0	0.01026	0	0	0	0	0	0
Slackia_piriformis	0	0	0	0	0	0.23609	0	0	0	0.4977	0	0	0	0	0	0	0	0	0	0	0	0	0.16392	0	0	0	0.80513	0	0.06884	0	0	0	0	0	0	0.0319	0	0	0	0	0.13688	1.3932	0	0	0	0	0	0	0.17632	0.25139	0	0.83404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91476	0	1.33913	0	0	0	0	0	0	0	0.29083	0.34343	0	0
Slackia_unclassified	0	0	0.00275	0	0	0	0	0	0	0	0	0.00393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00569	0	0	0	0	0	0.00247	0	0	0.01684	0.01652	0	0	0	0	0	0	0.00022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_barnesiae	0	5.00707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_caccae	3.358	0.07473	0	3.87457	3.56803	0.40631	0.9036	0.16558	0	0	0.11483	0.00033	0	0	0.32813	8.0168	0	0	0.02986	0	0.0068	0.09542	1.63621	0.18021	3.6441	0.01457	0	0.00779	0.12611	0.5442	0.02101	0.01426	0.61179	0.15005	0	2.81533	0	0	0	0.15943	2.0676	0	0.32758	3.03919	0.09878	0.54215	0.19877	0	0.64396	24.19895	0.06268	0	0	0.01086	0.50471	0.59132	0.14764	0	0.41738	0	0.00177	0.31086	2.46655	0	0	0	1.00303	1.80418	0	0	0	7.00363	0.00148	0.51115	0.06502	3.51929	0	0	0.31942	0.24376	4.17054	17.71854
Bacteroides_cellulosilyticus	0	0	0.00324	0	0.10143	0.19794	0.10621	0.12343	0	0	0.03199	0.04185	0	2.0628	0	0.14002	0	0	0	0	0	0	0.04597	0	0	0	0	0	0	0	0.00661	0	0.1196	0	0	0.36708	0	0.48224	0	0	0.03463	0.001	0.05213	0.03465	0	0	0.06654	0	0	0.00035	0	0	0	0.00268	0	0.62883	0.11608	0.03627	0.06748	0	0	0	0	0	0	0	0	0.01229	0	0	0.28553	0.00347	0	0.01258	0	0	0	0	0.03851	0.04879	0	0
Bacteroides_clarus	0	0	0	0	0	0	0.18403	0	0	0	0.13104	0	0	0.16715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_coprocola	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40669	0.10794	0	0	0	0	0	0	0	0	0	0.00107	0	0.00252	0	0.0979	0	0.41773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4395	0	0.52249	0	0	0	0	0	0.19031	0	0	0	0	0	0.01653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18491	0.07448	19.98326	0
Bacteroides_coprophilus	0	0	0	0	0	0.00079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13412	0	0	0	0.00537	0.00079	0	0	0	0	0	0	0	0.6811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11078	0.07773	0	0
Bacteroides_dorei	17.52173	17.79612	0	0.8433	4.21643	0.01831	0.9369	0.00726	0	0.6109	0.06246	0.00465	0	0.29889	0	0.35322	6.79812	0	0	0	0	0.46572	0.0938	0.00105	0	4.9619	0.1821	0	0	0	0	0	0.06026	0.03601	25.61117	1.91699	0	0	0	0	0	0	0.11535	0	0	0.47027	0	0	0	0.00095	0	0.06024	0.00262	0	0	0	0.02522	0	0.02724	3.15747	0	2.50029	0.20693	0.1845	0	4.76119	0	3.83111	0.39637	8.60267	0.15666	13.95293	0.6496	0	0.27212	0	0	0	0.02622	0.02583	0	0
Bacteroides_eggerthii	0	0	0	12.25931	0	0	0	1.80132	0	0	3.36854	0	0	16.78684	0	0	0	0	0	0	0	0	0	0	0.00212	0	0	0.00544	0.43918	0	0.35678	0.13703	0	0	0	0	0	0	0	0	2.37172	0	0.01593	0	0	0	2.08951	0	0.64079	0.16877	0	0	0.35188	0	0	2.12854	0.04084	0	0.0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28593	0	0	0	0	0	0	0	0
Bacteroides_faecis	0	0.11359	0	0	0	0.00512	0.01223	0.00678	0	0	0	0.00101	0	0	0	0.0158	0	0	0	0	0	0	0.00107	0.00022	0	0.03115	0	0	0	0	0	0	0	0	0	0.03752	0	0	0	0	0	0	0	0	0	0.00397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00995	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0.00184	0.00209	0	0
Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0.02629	9.80497	0.33748	0	0.0347	0	0	0	0	0	0	0	0	0	0	0	0	0.0342	0	0	0	0	0.00381	0	0	0	0	0	0.77227	0	0	0	0	0	0	0	0	1.75298	0	0.11115	0	0	0	0	0	0.03072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08154	0.04499	0	0
Bacteroides_fluxus	0	0	0	0	0	0.07138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04818	0	0	0	0	0	0	0	0	0	0	0	0	0.05943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_fragilis	0.00422	0.09369	0.00275	0.04449	10.16986	0	0	0.03483	0.06077	0.62257	0	0	3.17149	0.03436	0.0065	0	3.03191	0.00254	0.20062	0.0004	0.00599	2.21266	0	0	0.00141	0	1.80844	0	0	0	0	0.01124	0	0	3.44443	0	57.39632	4.74069	0	1.53705	0	0	0	4.83074	0.09558	1.22687	0.19435	0	0	0.27693	0.02239	0	0	1.98483	0	0.53158	0	35.70986	0	2.94271	0	0	0	0	0.08936	11.04064	0.00362	3.17733	0.03432	3.35548	0.04484	9.4131	0.1259	0.27037	0	0	0	1.64433	0	0	0	0.02674
Bacteroides_intestinalis	0	0	0	0	0	0.08461	1.30427	0.39987	0	0.00486	0	0.04825	0	0.29505	0	0.02726	0	0	0	0	0	0	0.22253	0	0	0	0	0	0.06582	0	0	0	0.24932	0.00583	0	1.32547	0	3.00444	0	0	0.25888	0	0.00784	0	0.08617	0	0.0265	0	0.14664	0.02977	0	0	0	0.01219	0	0	0	0	0	0.36637	0	0	0	0	0	0	0	0	0	0	0	0	0.0068	0.00191	0	0	0	0	0.19771	0.24465	0	0
Bacteroides_massiliensis	0	0	0.00071	0	0	0.8459	0	0	0	0	0	0	0	1.484	0	0	0	0	0.01177	0	0	0	0.91141	0	0	0	0	0	0.00546	1.23515	0	0	0	0	0	1.50172	0	0	0	0.00905	0	0	0	0.99813	0	0.11726	0	0	0.58749	0	0.00617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_nordii	0	0	0	0	0	0	0.00554	0.00787	0	0	0	0	0	0.01414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299	0	0	0.02372	0	0	0	0	0	0	0	0.00969	0	0.01018	0.15977	0	0	0	0	0	0	0	0	0	0	0.00498	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_oleiciplenus	0	0	0	0.05354	0	0	0.04727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07325	0	0	0.00595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10028	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_ovatus	0.20242	1.77079	0	5.98895	1.48665	0	0.37171	0.38811	0.00516	0.00154	0.18239	0.03168	1.16083	1.33607	0.04964	0.68491	0	0	0	0	0	0.0826	0.00506	0.00449	0.06752	0.07408	0.00254	0.00037	0.01726	1.57397	0.00988	0.07696	0.02225	0.04392	0.46505	0	0	3.61485	0	0.05236	0.29452	0	0.03074	2.38533	0	0.09124	0.00032	0	1.44791	0.17995	0.01172	0	0.00077	0.08168	0.03333	0.09438	0.01463	2.39975	0.00652	0.9731	0	0.24302	0	0.42399	0.46253	0	0.17324	1.30781	0.00179	0.23392	0.01084	2.26404	0.30853	0.08983	0.20909	0	0	0	0.1976	0.11212	0.6371	1.80042
Bacteroides_plebeius	0	0	0.00201	0	0	0.07123	0.12309	0	0	0	0	0	10.28134	0	0	0	0	0	0	0	0	0	0.14661	0.00504	0	0	0.00442	0.00835	0.25943	0	0	0	0.01484	0	0	0.04017	0	0	0	0	0	0	0	0	0	0	0	0	0.37791	0	0	0	0	0.00733	0.73586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87939	0.48824	0	0
Bacteroides_salyersiae	0.04531	0	0	0	0.4252	0.11383	0	0	0	0.00708	0.0156	0.00262	0	0.46363	0	0	0	0	0	0	0	0.02796	0.31435	0	0	0	0	0	0.00636	0.94351	0	0.00136	0	0	0	0.11477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0.98576	0	0	0	2.86745	0	0	0	0	0	0	0	0.28026	0.08117	0	0	2.2113	0.00383	0	0	0	0	0	0.03057	0.02508	0	0
Bacteroides_sp_1_1_6	0	0	0	0.97085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp_2_1_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp_4_3_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_stercoris	2.3434	0	0	4.32319	8.76137	0	3.46054	1.243	0	0.06671	0	0	0	3.6253	0	0.28622	19.70378	0.01277	0.0254	0	0.00312	0.42794	0	0.03108	0.0009	0	0.02113	0.00737	0.02378	5.23708	0.02394	0.0982	0.1441	0.22479	0	0	0	0	0	0.62271	0.18431	0	0.06331	0	0.02354	0.10859	0.25043	0	4.6928	0.39208	0.57362	0	0	0.20022	0	0.00318	0	0	0	0	0.03726	0.12291	0	0.82984	0	0	2.06164	12.06051	0	0	0	20.16096	0	0	0.0324	0.01567	0	0	0.52884	0.29745	19.19573	8.86516
Bacteroides_thetaiotaomicron	0.68865	1.8458	0.00048	0.559	0.4948	0.10403	2.75218	1.88773	0	0.12339	1.04357	0.18187	1.89447	2.54351	0.14045	1.91919	1.71769	0	0	0	0	0.01758	0.06658	0.03451	0.00558	2.39219	0.03648	0	0.00176	1.24636	0.0056	0.03765	0.34178	0.00939	0	0.52112	0	25.97049	0	0.57467	0.33435	0	0.11082	0.40828	0.56187	0.19824	0.26867	0	0.96429	0.10422	0.03329	0.03191	0	0.04352	0	1.82149	0.09239	1.04617	0.07692	17.33595	0	0.95304	0.36143	0.06747	0	0	0.5827	0.46749	0.07082	0	0.59828	1.62072	0.60732	0.03209	0.0831	0	0	0	0.20669	0.18289	0.42406	6.34886
Bacteroides_uniformis	0	15.39701	0.12292	24.40628	3.49319	0.44166	2.18056	9.52313	0.00486	0.49729	1.75255	0.08738	1.46498	2.03353	0.0654	1.77294	6.07026	0.00253	0.02841	0	0.02305	0.07508	0.2367	0.0391	0.04449	4.58599	0.12845	0.0122	0.90747	0.22113	0.00935	0.0124	0.1179	0.04268	24.19599	2.4514	0	0.86664	0	0.14113	15.991	0	0.67024	0.75602	0.13643	0.20538	0.47132	0	0.57369	1.27589	0.05173	0.02087	0.0227	0.04662	0.02724	1.9126	0.32201	0	0.31239	15.64193	0	8.19396	5.21944	0	0.68225	3.09198	5.31759	3.36189	0.14053	4.9349	0.34105	3.18888	1.99604	0.22817	0.03336	0.01811	0	0	0.12462	0.07568	1.46406	5.93435
Bacteroides_vulgatus	5.16318	0	0.08694	3.76322	0	0.06239	0.96217	0.59022	0	0	0.97562	0	4.43876	0.37679	0.06182	0.06699	22.03317	0.00206	0.04047	0.00126	0.01316	0	0.19212	0.1521	0.19207	0	0.01075	0	0.03207	2.51927	0.25657	0.4464	0.13088	0.03878	0	0.23529	0.08323	3.3051	0	1.41169	1.71065	0.00172	0.15944	0.03975	0.02975	0.05776	0.07068	0.00358	11.79938	1.68158	0.87537	0.07796	0.0316	0.15589	0.85293	5.05158	0.05039	0	0.03178	0	0.0476	0.19257	1.62413	0.10045	0	0	8.44458	0	0.58625	0	0.40031	0	0	0.36246	0.10832	0.08877	0	7.17874	0.09229	0.11913	6.82852	34.42288
Bacteroides_xylanisolvens	0.07653	0.0061	0	0	0.15538	0.0002	0.20849	0.06535	0	0.02227	0	0.00249	0	0.42744	0.00042	0.26722	0	0	0	0	0	0.01742	0.00835	0.00238	0.0387	0.00015	0.01179	0.01617	0.01692	0.9659	0.00774	0.01029	0.00199	0	0.00571	0.0076	0	0	0	0.02713	0.03809	0	0.00495	0.24425	0.50858	0.05828	0.04103	0	0.04665	0.02988	0.00467	0	0.00034	0.01257	0	0	0.02437	0	0.01192	0.23951	0	0.0189	0.54633	0	0.00075	0	0.00063	0.61722	0.03615	0.00257	0.28	0.63036	0.1279	0.01944	0.04582	0	0	0	0.05227	0.03163	0	0.01058
Bacteroidales_bacterium_ph8	0.06557	0	0.023	0	0.17743	0.08219	1.38405	2.46562	0	0	0	0	0	0.91599	0	0.07469	0	0	0	0	0	0	0.13692	0.00505	0.0058	0	0	0.00351	0	0	0	0	0.05076	0	0	0.06144	0	0	0	0	2.56824	0	0.24555	0.5321	0	0.32693	0	0	0	1.64449	0.02513	0	0.20239	0.05342	0	0	0	0	0	0	0	0	1.12744	0	0.04692	0	0	0.00452	0	0	0	0.31881	0	0	0	0	0	0.03868	0.1111	0.09576	0	0
Barnesiella_intestinihominis	0	0	0.0059	3.39971	0	0.00076	12.02327	0	0	0	0	0	0	1.26223	0	0	0	0	0	0	0.02354	0	0.00208	2.04838	0	0	0	0	0	0	0	0	0.75738	0.11664	0	0.00818	0	3.76744	0	0.42183	0	0	0.47067	0	0	0	0	0	0.87924	3.01344	0.2883	0	0	0.03639	0	0	0	0	0	0	0	0	0	0.47378	0	0	0	0	0	0	0	0	0	0.19302	0	0	0	0	0.77852	0.72284	0	0
Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacter_fastidiosus	0	0	0	0	0	0.01728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0.04059	0	0	0	0	0	0.13056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00528	0.00126	0	0
Odoribacter_splanchnicus	0	0	0	1.37409	0	0.15787	0	1.09139	0	0	0	0	0	1.09188	0	0.58825	0	0	0	0	0	0	0.21819	0	0	0	0	0	0	0	0	0	0	0	0	0.86196	0	0	0	0	0.63002	0	0.49161	8.26605	0	0.65635	0	0	0	0.16094	0	0.20953	0	0	0	0.97281	0	0	0	0	0	0	0	0	0	0	0	0	0.66143	0	0	0	0	0.09837	0	0	0	0	0	0.10371	0	0
Odoribacter_unclassified	0	0	0	0	0	0.05545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55432	0	0.00288	0	0	0	0	0	0	0	0	0	0	0.08693	0	0	0	0.08578	0	0	0	0	0	0	0.00547	0	0.00872	0	0.027	0	0	0	0	0	0.02664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides_distasonis	0.23409	0	0.01233	0	0	0.03342	0.04185	4.04687	0	0.00288	0.01543	0.05969	14.36192	0.48765	0	0	0	0.00615	0	0	0	0.02822	0.04268	0.00207	0.08645	0	0.01662	0	0.01551	0.25361	0	0	0.02863	0.00154	0	0.68574	0	0.60533	0	0.01736	0.22536	0	0.05636	0.46634	3.16464	0.1393	0	0	0.00731	0.17652	0.01392	0.00368	0	0.22228	0.00178	0	0.03563	0	0.02448	0.56208	0	0.53864	0	0.06115	0	0	0	0	0.03187	0	0	0	0.01945	0.00342	0.31892	0.02211	0	0	0.00747	0.0048	0.80374	0
Parabacteroides_goldsteinii	0.03641	0	0.00512	0	0	0	0	0.42979	0	0	0	0	0	0.13047	0	0.03384	0	0	0	0	0	0	0	0	0.35148	0	0	0	0.01478	0	0	0	0	0	0	0.00299	0.00153	0	0	0	0.15405	0	0.10634	0	0	0.06638	0	0	0.03535	2.08744	0	0	0	0.33337	0	0.02805	0.04719	0.15651	0.02043	2.66952	0	0	0	0	0	0	0	0	0	0	0	0	0.07168	0	0	0	0	0	0.01146	0.03949	0	0
Parabacteroides_johnsonii	0.07112	3.20075	0	0	0	0.07446	0.10164	0.04673	0	0	0.03933	0	0	0	0	0	0	0	0	0	0	0	0.06332	0.00289	0	0.00961	0	0	0	0	0	0	0.00355	0	0	1.49595	0	4.99577	0	0	0.01472	0	0.04435	0	0	0.26205	0	0	0	0.00211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60817	0
Parabacteroides_merdae	0	0	0.08785	0.70207	1.65549	0.17688	1.64486	2.02398	0	0.0121	0	0.15021	0	0.67204	0.30836	1.25847	0	0	0.01168	0	0	0.16715	0.2265	0.18525	0.32688	0	0.03248	0.0285	0.2533	0.0588	0.00786	0.00137	1.29172	0.00108	6.54086	0.66181	0	0	0	0.03659	1.2178	0	1.22949	2.18358	9.4885	0.32404	0.16943	0	2.23746	0.39951	0.07516	0.06655	0	0.08387	0.11137	2.09771	0.02098	0	0.00937	1.35519	0	1.36154	0.22246	0.05038	0	0	1.32795	2.39117	0.47415	2.05292	0	2.76321	0.14919	0.04183	0.17035	0	0	0	1.0824	0.86129	0	4.07315
Parabacteroides_unclassified	2.09681	0	0	0.5503	0	0	0	0	0	0	0	0	0	0	0	0.36359	16.8939	0.00243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40014	1.51325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14863	0.09284	0.02314	0	0	0.27243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03025	0	0	0	0	0.43473	0
Porphyromonas_asaccharolytica	0	0	0.00511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01314	0.00036	0	0	0	0	0	0	0	0	0	0.01339	7.3673	0.00414	0.00277	0.00053	0	0	0	0	0	0	0	0	0	0.00329	0	0.00288	1.74217	0	0	0	0	0	0.0023	0	0.00083	0	0	0	0	0.14605	0.00747	0	0	0	0	0	0	0	0
Porphyromonas_bennonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas_somerae	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01048	0	0.07046	0	0	0	0	0	0	0	0	0	0.02681	0	0.11964	0.04156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas_uenonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48854	0.00605	0	0	0	0	0	0	0	0	0	0	0	0.00717	0	0.01324	0.04199	0	0	0.00116	0	0	0.01741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraprevotella_clara	0	0	0	0	0	0	0.13972	0.01579	0	0.01338	0	0	0	1.27631	0	0	0	0	0	0	0	0	0	0.08926	0.00898	0	0	0	0.00057	0	0	0	0.00052	0	0	0	0	0	0	0	0.05191	0	0	0	0	0.04092	0	0	0.16929	0.0069	0	0	0	0.00957	0.09091	0.14996	0	0	0	0	0	0.04788	0	0	0	0	0	0	0	0	0	0	0	0.00088	0.02266	0	0	0	0	0	0	0
Paraprevotella_unclassified	0	0	0	0	0	0.08062	0.28079	0.03578	0	0.12614	0	0.00326	0	1.45541	0	0	0	0	0	0	0	0	0.01059	0.11786	0.00568	0	0.00599	0.00134	0.01098	0	0	0	0.01127	0	0	0.05992	0	0	0	0	0.03944	0	0.00207	0	0	0.37922	0	0	0.16511	0.01665	0	0	0	0.02425	0.23634	1.08525	0	0	0	0	0	0.23477	0	0	0	0	0	0	0	0	0	0	0	0.0402	0.11512	0	0	0	0	0	0	0
Paraprevotella_xylaniphila	0	0	0	0	0	0.03154	0.0403	0	0	0	0	0	0	0.37831	0	0	0	0	0	0	0	0	0	0.00777	0	0	0	0	0	0	0	0	0	0	0	0.01589	0	0	0	0	0.00578	0	0	0	0	0	0	0	0.03753	0.0011	0	0	0	0.00106	0.00583	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0599	0.04253	0	0	0	0	0	0	0	0	0	0	0.00585	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_buccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00583	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43907	0	0	0	0.0047	0	0	0	0	0	0.03804	0	0	0	0	0	0
Prevotella_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_copri	0	0	0.02722	0	0	0.47936	1.98813	0.60803	0	0.1146	0	0.12037	0	0	0.37332	6.32341	0	0	0	0.01046	0.05887	0.02494	0.10829	0.41654	0.27404	0	0.40291	0.35955	0	0	0	0	0.14969	0	0	1.39423	0	0	0	0	0.01943	0	0	0	0	0.02144	0	0.00117	0	0.45193	0	0	0	0.05076	0	32.65983	0	0	0	0	0	2.04733	0	0	0	0	0	0	0	0	0	0	0	0	4.15795	0	0	0	3.1739	2.48993	0	0
Prevotella_denticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_disiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_multisaccharivorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10227	0	0.02205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
