Taxonomy	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12
M43	5837489.485	60319.81402	29796242.13	6503110.869	19860756.32	17329952.48	31725800.59	21192185.45	13485961.09	33690778.3	16040792.41	9200202.711
M44	6833322.298	199951.0591	784593.7724	247718.5454	249288.8867	261064.4791	2497252.071	8571845.259	1400464.639	5811363.117	902128.4084	6367519.71
M45	3576020.816	66094.3069	4754716.963	550113.0528	3754647.222	1336104.017	12043485.19	9644288.652	5212324.411	13539939.87	1832547.881	3915762.393
M46	5715190.822	114063.125	15204914.73	2011264.732	9472060.183	7488955.124	16548275.89	11986165.68	6216381.882	12913616.56	3639385.219	4112566.444
M47	46835745.41	45427830.53	56029648.6	64308733.54	65373727.48	68770050.25	50414360.37	157280720	49883510.89	188747380.6	187517900.4	177354170.2
M48	189343.8507	4148038.699	533070.6864	882166.6536	3251704.401	1029204.504	4465354.114	172501.5766	702889.1082	3215866.294	1618580.42	513252.4356
M49	244777.1881	1137974.016	222038.3807	195490.8527	219132.4756	194334.311	1252617.954	203659.6537	220030.1882	2043910.124	5192900.73	332941.9247
M50	5309872.479	82363.48577	6906116.4	331741.8997	2800743.145	1039545.655	21941442.36	3084258.752	6160181.69	4565514.002	1986092.678	9138517.393
M51	9122165.521	3124812.847	6807973.576	610835.8969	539157.5155	628598.8396	24708203.61	6262681.028	2470554.619	3200393.032	410966.2807	3787385.694
M52	2630199.032	36132.00249	4947171.156	554471.3158	455355.1536	461398.7959	5449020.023	2375616.208	2636951.145	1614482.785	964787.8354	2169998.114
M53	1855234.397	27631.76693	2195519.173	1103636.405	1476396.278	1150982.986	3207815.149	393161.592	440425.9658	667124.2317	812273.0502	361783.713
M54	603555.5556	265817.6777	693133.42	475854.7602	701866.0525	697138.2276	838846.4243	846656.0013	811222.3662	3827991.287	1478607.787	655768.4165
M55	46482098.68	42800458.2	48329943.42	25432816.63	40171929.7	33466117.02	66217779.54	29612741	35847920.15	26400527.22	24200597.93	20221966.73
M56	17978542.59	3470570.68	1930493.428	296625.0643	270236.2068	306735.5636	12795685.18	8452080.388	5316549.279	2584271.01	7236675.604	9485660.477
M57	74586822.11	76825048.18	39613489.21	150747691	125371190.5	195265928.2	168902914	123829133.3	84102518.98	143693343.2	64688467.49	34988903.66
M58	721108.2402	45210.95686	9860376.71	393788.2486	1754301.317	1039497.693	7513722.943	2065822.614	622289.3014	7477372.714	3234385.687	5857301.03
M59	10721708.39	30618.80012	11382831.62	3116509.08	10447196.68	6342195.724	28263712.49	14306556.68	7855583.136	13213037.19	7093243.2	5527780.534
M60	22915419.24	2604194.263	4373609.531	20205684.45	450716.1992	29947562.47	14134243.07	14921706.87	6652006.42	5542300.424	7621869.613	17790657.89
M61	5502997.345	221327.2109	3247961.434	174899.5193	90096.75229	291134.5121	1710310.199	2860130.437	3242709.212	182325.1444	1888564.176	2401665.183
M62	7359858.725	11660946.34	14762472.83	8352385.318	15412077.9	9035548.725	12868634.28	5531977.198	21517113.6	11403308.27	5637250.151	6826893.371
M63	69912977	14379389.53	78226883.76	123620302.3	53778151.52	127017348.6	57552516.42	37030252	68857167.65	90328598.92	34379465.3	57442562.86
M64	35651440.71	10679496.71	27501941.32	4811146.887	2507491.876	5036858.595	22177546.1	29041340.33	21388174.35	7063299.928	11546199.59	14803838.37
M65	3072943.976	2459183.119	6003013.767	1735478.107	3680335.725	4699591.443	9697874.063	6176190.768	1995592.014	8086054.478	2690514.418	5831702.422
M66	92559.35479	39108.80639	86194.55588	66767.88239	67221.38426	67772.68988	108864.1857	100806.4185	75850.38248	84248.08918	61822.60693	87071.34007
M67	4235441.529	48196701.95	40359202.02	53983880.48	70466624.35	51239934.18	69026199.64	4777916.429	22780352.47	53770298.98	35598222.17	4640914.4
M68	3611413.654	58773.56713	10832164.66	13322171	16962186.27	12945829.13	30055952.94	2510037.445	5843691.912	25098238.75	11405034.81	2937412.281
M69	3408769.937	19287.93197	9422158.95	4317915.634	5285999.022	3339400.909	26370987.82	2087432.385	7441239.886	14066073.21	7042750.562	2039339.641
M70	120101.5673	71235.64002	1366875.086	623971.0947	4400482.281	2296253.441	2657968.038	369605.8954	382152.0774	1099197.624	795161.055	311294.717
M71	1124341.934	50586.87028	1131455.008	137837.325	136885.2647	138000.111	1677922.218	618231.7592	1046766.968	1006912.638	623337.4918	537775.8208
M72	9811608.399	5567529.592	4714209.31	371171.06	338987.9011	348877.8946	4620092.845	7530191.609	2300006.658	3734401.937	1468704.122	2463691.649
M73	273397.4299	21036.54814	9620951.026	51476.08872	1459012.288	442400.4676	10016136.38	1393066.879	4931604.881	4147233.442	496621.4102	1594233.303
M74	10889148.79	806995.0706	46959135.51	4367092.306	5113444.913	4647810.409	68122668.47	17882710.38	65238571.55	50155913.06	5806635.978	17699920.97
M75	114555116.5	396899896.3	606573341.5	113244876.1	111137118.2	164992627.4	710840973.4	88175765.08	313902769	561189784.4	153183890.1	68032053.17
M76	55022450.37	57809086.57	39396282.84	22452675.41	78023148.07	64198052.78	156654176	34509247.56	71005618.74	136091718.6	104770782.3	30977232.4
M77	489965.6822	47769.67877	1352284.243	477218.8424	3543165.14	1058188.44	4062515.868	585396.4051	610469.0807	1188509.438	285521.4771	184192.9726
M78	2390900.855	55491.42652	9182057.161	1853492.032	4215862.048	4294949.059	10465918.85	9182612.486	4209506.338	8759326.596	3810726.453	3337427.957
M79	32588363.05	3190246.962	42063851.88	2827021.551	4380660.404	2591637.36	49068208.47	69997150.76	26681660.1	14772145.84	10442338.36	27542855.12
M80	252290185.9	23515171.6	28380904.53	6812427.013	10306289.93	9992578.428	395976322.8	302599346.1	371149081.5	160658289.4	40751137.79	77524679.57
M81	12151623.86	4376709.785	5412615.883	585178.311	1305163.599	763020.9453	9600988.055	6793973.966	7488776.905	4363385.236	5593399.106	7009184.811
M82	533550.1994	53128.80032	2253891.324	4452163.456	29996727.87	13415842.27	76970280.4	2318360.135	1670760.163	13086923	4499382.302	1533799.283
M83	49145510.26	125940.2887	11247028.99	270873.5484	175849.7874	132850.3339	10530542.85	29223465.48	3948391.891	2708736.928	10616799.43	29267431.01
M84	4732166.842	5066556.328	6277329.349	1118436.531	5320618.507	9880531.293	4910635.927	3785791.839	6394625.938	7042768.734	3821546.002	4319770.386
M85	10843355	63874.79475	2089045.412	187196906.3	99665020.07	130020829.8	8364008.842	7532695.293	5209087.226	8811204.054	4383853.178	6928433.574
M86	5979790.748	1867131.644	1695806.397	281825.6399	274240.9869	259734.0461	3788378.819	13439018.03	6948922.086	7353364.287	1663463.679	5399931.861
M87	29393234.68	11641835.21	34270681.58	308361.407	261013.1583	310831.4509	22023542.76	36841181.27	169077331.8	46595905.13	22443563.83	37546550.38
M88	2818922.963	254232.7764	3278472.856	5867684.807	1018464.532	1550528.857	7002652.535	2822023.127	5205768.281	2005937.309	1432189.768	6935102.194
M89	512559.7167	212257.0606	831949.5016	359435.2483	448499.6368	247545.2648	3126705.647	496168.3104	2980676.839	1571066.673	896301.0858	767097.0542
M90	14401415.82	1023659.06	10485085.08	3736934.08	914795.3492	167780.7463	7664325.215	12111660.72	7796016.489	3092428.625	4175493.294	5042156.134
M91	50825923.77	6933839.661	21216949.41	92903318.38	75316634.29	45590457.06	39054030.1	16541695	8511151.229	26691114.13	54352394	28307092.64
M92	589435.5822	59474.08318	3125966.668	46407.20271	182595.5332	85451.08763	91616373.34	1147654.209	5759902.767	17874663.95	5665189.871	1783913.227
M93	3194338.131	598671.1572	10281285.54	2286550.505	10249834.41	6460456.655	21335615.82	5884180.185	5080491.191	10971493.01	3130799.914	2844509.059
M94	1121258.454	1032054.319	2078305.528	4963025.832	8511699.147	4290829.137	5506587.126	1234019.477	1848358.744	2808866.823	1860292.695	1290638.542
M95	6103492.19	1993520.73	13468552.6	5698116.166	24224015.87	13100067.39	35877821.36	16004484.63	7771802.81	9290234.306	5930860.354	5999872.939
M96	15218656.46	3983000.685	46356425.82	7507892.817	59226880.99	33053410.52	102488488.6	44979499.2	19559106.48	34831499.77	12578150.23	16660396.52
M97	11737023.24	83978717.18	74945279.66	22218346.67	134452540.3	66126292.03	173594194.2	39399460.07	35005498.42	57563360.64	25909881.11	23120828.35
M98	5589070.361	2422794.925	37934387.88	3735248.598	2843604.603	3457148.172	22009816.75	5971105.973	11568576.17	7099510.485	15132967.08	11103502.17
M99	373259.8775	1863539.195	310936.5067	274274.93	271190.4326	264497.9418	378959.6618	1588723.398	63920075	242366.101	1387794.984	4336528.787
M100	1030333.888	98443.96021	11830939.34	7654436.819	54133470.65	23642111.88	26434456.42	747551.6991	5448083.026	13593879.41	6473208.423	2669302.27
M101	10464415.16	8205302.906	9276224.639	8315598.839	11481519.8	6435272.022	8803662.931	8405245.126	7956083.383	10880513.76	8185487.342	9211775.04
M102	56106855.49	229715973.8	179975590.7	231280557.7	557772942.9	343536109.6	471482261.9	43654406.17	99055456.23	171799984.1	96658755.99	62748491.59
M103	36069990.82	20754008.98	77423042.56	31110261.74	95865363.69	45935066.24	87790250.98	37781896.13	45904278.96	113257175.1	40035987.15	40419422.03
M104	19937805.57	1539626.209	15671519.68	3490897.022	9935152.352	7549489.021	25902596.93	30030129.57	17605823.95	18228462.53	11358494.6	21604011.25
M105	430405.1656	264104.3835	2435573.799	363072.5222	1397736.406	394080.2006	3555968.039	1087225.65	1208445.694	2915356.745	541122.9812	928934.8405
M106	13425236.12	48359788.86	37542370.07	12196611.43	51044166.19	34070989.95	50053153.89	15890619.38	16404048.78	41457841.12	13406841.98	34895789.16
M107	7504415.4	95214.67865	1801798.988	75763.24157	133878.3257	67926.11089	2838939.696	15055556.01	2368064.344	368000.674	1525074.826	4521877.202
M108	526892.7878	6892968.995	1461402.884	608907.3657	6295787.254	3306213.839	4841782.681	508905.1573	1200047.34	6411385.271	1831502.074	661068.199
M109	2402057.231	27302.36357	6806192.583	1421158.737	12217691.82	5879741.722	18613145.91	7976689.441	2772408.634	4115031.836	1734984.312	2338845.686
M110	6058091.278	20251377.42	13666873.57	11076358.73	21278798.88	23059551.59	35026321.62	10194533.29	23369112.06	26640099.98	11056934.62	8156723.712
M111	118915.3517	34047.68437	1000952.233	269674.3156	3478406.09	1471876.374	20212861.59	328859.6392	843980.7943	2366863.928	580266.2277	396969.7282
M112	14461395.97	14668498.21	9518255.912	3500260.47	20758319.2	7245982.188	24067147.16	12350765.17	7680767.841	10270473.25	5250926.531	6324431.269
M113	10437254.38	1949487.671	10458266.03	19125252.31	21920828.42	17002705.99	4902145.45	19601745.84	2210380.771	10228009.76	16883199.11	1238766.983
M114	158039448.2	31432363.13	49249038.32	170916906.3	89871174.34	222651673.4	71586776.16	58228431.04	157069781.6	138606431.9	80151140.1	125337630.7
M115	442881.141	426272.8247	426702.1912	446004.6986	438218.6439	421599.8812	437546.7101	729996.4994	433469.452	429453.4259	428346.1954	448543.5862
M116	210074445.1	82375000.55	471688278.5	2275593.663	1360416.651	1880909.518	248543060.7	281650831	203098381.7	129333495.9	59438857.9	417264142.1
M117	102403357.8	6970315.096	689717057	148716130.9	103524699.1	192452119.6	762655268.3	220851551.1	309256142.8	652629857.2	143493314.9	76076935.96
M118	12138660.49	8896707.091	24643743.09	17124698.71	37491365.65	19062231.27	15279194.84	5135018.104	17155011.52	2275657.478	8660822.753	1618604.013
M119	1169088.278	9532502.18	8715791.655	11646443.51	28359626.41	17588976.35	17160776.76	1096794.859	2136411.526	9415866.666	1415330.029	3358405.048
M120	209330282.9	160009709.3	185776683.9	91200782.56	304317499.1	183479436.7	399339712.6	245203924.1	127860484.8	144445916.7	108146668.8	86985649.15
M121	5818807.923	1363926.345	7646078.552	2008721.435	3398764.027	1450248.122	7963209.421	8607171.769	2918235.501	4887663.806	3697115.259	6608431.622
M122	5874530.282	5200953.427	44850037.76	994143.4365	1896125.5	1118840.831	16191293.44	6443251.754	29045231.48	4421107.623	6270688.793	3871987.893
M123	5276920.374	4162414.581	9442998.266	4672246.619	5722186.769	5107291.622	18983554.07	5011098.735	7765295.908	7073309.723	4839967.737	5103343.566
M124	7981564.028	104526052.1	67992989.52	54255051.75	303827309.7	140729276.8	165292202.6	9425789.354	36450880.67	73179088.28	38682980.86	12393081.97
M125	4365032.815	300888.494	17908700.3	9087994.773	9986108.552	8041746.872	13455077.45	4139634.124	2324533.482	9565919.725	465141.8265	6559435.659
M126	130875420.3	309215717.3	427153648.1	78321781.7	211092214.3	174391290.3	552174060.4	421362042.2	216447135.4	417116150.3	188712998.5	134541542.9
M127	1457641.058	53862333.21	12495398.33	39228735.47	109578040.2	53901435.63	55564418.61	1375564.441	8702812.153	27723819.72	35011688.3	3756905.274
M128	324069.5935	8879115.579	4421257.373	84367402.59	76809592.88	76659938.38	11817775.51	347962.0235	2012561.785	5930903.27	2243019.423	1291713.166
M129	57522329	48918331.18	117884346.1	220298993.5	80296851.95	218888357.9	105758802.5	56139061.74	68635033.09	106778357.4	33587359.68	90207781.06
M130	92201568.67	15010909.12	51261930.51	5795065.783	9983273.027	9422209.595	42112005.14	45722358.55	57348957.4	18098228.65	41013039.58	36249615.78
M131	10936210.96	83517.29246	15592137.54	21558557.15	13010130.05	22212729.71	10795845.47	7306518.25	9050458.597	15861517.73	10330770.99	11061074.58
M132	46392149.16	1807176.222	14572371.63	65804835.2	60721254.14	116500743.5	31127347.47	31599668.12	20139664.22	16206980.46	21171189.03	52467816.89
M133	676762685.2	674618600.6	645021258.3	482074365.2	473558715.3	471486505.5	674217338.1	608535369.4	573452287.2	524573227.1	597254357.7	556519388.5
M134	57880113.48	46368696.44	69392346.71	33316964.46	58784127.52	43759442.64	35478894.42	74994185.99	70596600.91	80510782.35	12530918.54	50923913.29
M135	198365579.1	78498681.86	264894212.5	469003311.7	324742301.3	485048708.2	271170698.9	245076562.8	191746594.9	246621839	115498026	349834187.5
M136	66184851.93	49943631.45	91062684.85	58078778.12	81101053.21	160242262.1	132363767.2	106346477	101013430.2	149446547.7	53917246.48	90867588.79
M137	23722494.54	21749691.55	38406581.53	35234951.9	26896111.1	52201815.57	29567205.82	26124975.49	14924952.55	34547201.3	47264565.29	32460270.6
M138	4869330.21	1172830.379	12038570.71	2693680.178	12912527.16	6076760.998	10203125.03	7676056.974	3857199.095	6627548.753	11191274.96	7005027.381
M139	485580940.7	85685103.82	39367461.95	19034296.93	50943141.17	37520432.68	333023386.5	530792700.5	547430894.5	348815826.6	285582505	396067840.1
M140	1236295787	203999343.8	1079519320	15057542.07	74120776.97	37805761.61	981730191.7	788539229.7	984207692.8	524959041.9	251787977.1	723223409.4
M141	1014028.673	427297.1816	710149.9576	1546338.63	1676870.54	1585274.723	1385503.444	737333.1732	354257.9125	433570.2173	367828.868	655485.3008
M142	7064266.967	884035.7508	4012972.31	3182955.531	4011788.849	4784996.581	5854327.769	3949542.238	8233856.453	2983858.64	3713124.672	4156774.985
M143	50835124.07	17785880.84	18419700.81	489584.7322	570936.6164	1160222.493	40954276.92	39074315.02	8884476.321	11987776.92	7240323.636	40405064.87
M144	2991825.903	93009.66217	5403690.809	2485501.442	6036770.849	5159443.393	10249653.86	2238075.828	3415023.755	5002873.928	1737840.853	1634112.435
M145	13387444.23	10346547.99	45914534.68	12137900.63	18400114.25	9518899.204	24330933.82	13692922.33	19686498.42	7327982.249	20601152.45	13768630.57
M146	14342536.01	29551911.92	51978990.06	26686299.16	29119386.56	36998627.79	54980244.17	67806540.52	49641047.2	41318511.34	11329576.24	21000194.49
M147	21147226.04	5051888.395	21821668.02	13084207.03	14122532.19	12910578.94	24901022.99	20951907.35	19192394.63	12120074.73	17370203.14	17242172.41
M148	275102.118	1452936.99	484733.7928	1711055.871	219951.154	1320408.279	254582.2063	294002.3577	1395667.524	204492.7807	209438.2898	1442756.513
M149	1081434.395	153443.1238	980420.0502	1175756.586	2277376.608	1095885.018	1059170.989	2040077.512	553570.2678	1577617.819	2218038.738	1369764.693
M150	7337941.421	52561.58481	1363114.243	95424.43867	97715.62107	98688.42777	2632094.487	12309009.77	2344570.153	4444169.278	202539.4967	7344786.38
M151	4904878.016	191865.7018	23617513.49	21472403.8	17727949.69	23828063.35	40461941.74	4158990.879	13947891.98	44384056.66	10388341.41	2799064.166
M152	40511985.28	170466.6911	139164810.1	56501581.37	63336755.91	93698648.77	182106415.8	78854007.8	59817929.22	127925896.1	31290619.29	35915203.84
M153	25644859.14	23406714.58	25695911.24	24811523.88	27979497.03	27373629.01	29898733.94	28222426.31	27137475.65	24111972.98	30626821.28	30185846
M154	60358751.36	273425166.1	368097358.3	366554975.4	721787770.1	796782434.9	341846845.1	60642648.32	172799557.6	351497666.8	253598428.7	102305778
M155	2688339.731	119342.5111	16365096.69	2038629.554	1724404.451	5855481.722	20679361.99	18947783.01	7555676.912	18499196.3	4293196.595	1157321.458
M156	3062508.294	1912139.385	1171329.699	244265.7461	234945.7628	257793.4285	4969473.574	2865518.024	1094380.365	5906654.098	674944.5704	1514509.341
M157	272951.7618	14147010.28	2529731.635	13952988.07	49653328.62	24925392.35	18107866.12	297731.2672	2442381.687	4620242.111	3042308.503	673072.1936
M158	95713966.08	48802096.15	66462541.98	119708074.1	71367525.8	94851260.06	89921172.71	68713116.65	125678623.2	51301514.56	90745985.96	69426211.74
M159	101199017.4	108375557.8	197680453.1	89292304.93	240006574.5	161153042.3	205587865.2	117266208.7	97662104.08	162626810.3	95436121.04	105597937.1
M160	1637845.543	90814.15083	2557288.607	809684.8701	1216778.081	711716.9396	5544031.435	2650131.013	997211.4609	3448953.026	1761964.767	2667870.512
M161	204420900	340204973.6	205092878.5	221625488.2	196846531	140472747.8	186588342.1	189716345.5	174777154.6	180410284.2	176796051.7	173020506.6
M162	72880513.2	13350094.66	100222635.8	39212965.33	36491016.32	40514776.73	124980770.3	170030234.8	69101100.95	133215917.8	56018295.25	135662353.5
M163	84919.46083	38765.8551	1420967.214	937337.1374	3676494.929	1293035.958	1495144.216	568156.049	210838.0546	656766.9027	156192.9339	75368.15076
M164	13873203.89	235764.3138	12408292.11	335157.9809	297613.2813	367197.6432	11334616.59	33588867.63	4568153.895	2789508.691	5178888.822	9735529.608
M165	12465371.21	9902324.238	11331925.39	9969072.335	12877515.1	15733913.51	9753493.694	11963047.69	14320303.07	9047475.214	16973963.66	9792996.442
M166	2470267.427	54622.82732	1242300.156	142498.7838	291513.5988	152471.6784	1163154.911	4852560.292	1204999.758	1450372.067	505197.2866	5265732.079
M167	528496886.1	3001433.599	414119723.8	7181838.468	5502105.025	7394536.601	430137358.4	1606239751	442946628.1	497157181.7	269675204.8	1450377700
M168	455766.9826	378661.3757	733819.1193	20896416.69	13581420	6250071.646	533333.3155	482155.5766	568086.0942	440545.3514	343487.6722	494111.9426
M169	4400194.511	51090.27772	2518482.798	2517238.317	3820193.424	3025026.674	5693099.542	2189036.112	1477492.803	2780789.738	2976895.576	2051012.662
M170	1303566.444	396355.5903	1033984.463	2783192.859	8371843.896	2960605.13	3212631.71	845144.7868	1269207.628	1115409.566	2196472.073	1143246.869
M171	41743894.75	186723.6756	155122885.8	198144910	56139260.97	239238271	126641165.2	83994512.22	103959461.3	95852649.11	41929701.76	62558140.29
M172	9823730.866	3707447.134	3020552.451	448564.4685	481210.0259	606032.998	9030959.358	15366053.2	6154270.188	9471834.558	883515.5816	20894994.58
M173	4708673.28	8760896.588	5668788.91	17022552.36	14372366.83	11077251.43	13358999.18	8951892.576	9787838.48	3414941.346	1707194.811	1111908.235
M174	16268804.42	62736403.86	95665789.47	17057088.16	16474110.52	23771954.17	117407361.2	13705632.18	50276037.21	90523196.53	23027994.12	9099604.926
M175	951728512.7	820390377.5	949875458.7	682352714.2	1782838379	894710180.6	1619163913	1245602417	277268162.5	873834516.5	521736584.5	937766083.9
M176	407895441.7	355154801.3	574913408.1	504756796.6	801393220.4	522433617	824485057.1	568454738	40958390.03	498329138.9	459461299.3	414006942.5
M177	1834103.318	6560939.825	31274957.84	5138348.019	10930679.34	17463072.99	11908665.24	12002428.1	24021957.57	13262306.3	3509837.279	2755917.234
M178	15192978.54	4383848.631	10235475.28	3500780.307	7462098.22	6195409.63	10242935.16	5988074.288	16071286.73	3474852.055	3799814.433	8503625.997
M179	923786.8298	72285.24401	637196.0976	3995674.657	5040854.274	5294361.304	3071207.014	263285.7151	517997.3439	1908500.923	360495.5394	368550.4593
M180	24749074.25	23282287.36	19443537.64	122915958.7	114407292.1	140698039.3	72142527.43	13405723.75	20982180.51	43515605.39	15068607.94	13334149.28
M181	18249563.01	21262779.46	41584984.3	154958940.4	153369868.2	144716455.5	112534219.9	18432738.36	34706120.55	49785993.39	30489935.35	15582693.05
M182	11742561.09	131904.7241	22862813.32	88145941.62	107279364.3	85703935.5	60831215.76	7003059.298	17703621.44	70020682.47	35346752.47	9574118.481
M183	1231662.922	38462.47355	21418073.02	35790705.91	60488370.86	53609110.32	48633370.36	3478396.806	9196198.821	22867377.59	6307210.521	1788625.664
M184	16160042.45	53015.20425	10251102.02	582476159.4	243748107.7	319393554.2	19824462.36	11789733.72	12323794.01	11973045.24	17980681.45	9978388.631
M185	850391.6723	569577.618	3456520.491	34549818.55	54682036.09	41002043	8037621.938	1606565.04	1634043.432	4411910.539	2190669.12	805719.0925
M186	84028485.24	186735706.2	67012113.01	329357099.7	169139268.9	242590120.8	166428450.5	60989733.6	74503464.73	208076625	116599137.3	72676038.15
M187	19223585.51	362119.6243	148386048.1	58190792.28	42106379.04	66119640.52	202305520.3	16445157.05	53786017.38	166481337.7	34007339.15	13247980.9
M188	590673650.2	264082744.8	501871269.5	110083359.6	138038878.6	119479111.4	667708598.6	365339439.7	482128709.8	531164851.7	318147619.9	338871660.6
M189	396768.8637	258817.2615	330520.1869	5607421.644	4557470.476	5010814.439	1124243.248	313013.1617	696329.3752	258580.482	798284.4398	272635.7563
M190	802397.0101	592620.6271	1936174.286	2376403.341	4097381.725	2333873.045	3877822.907	1385136.701	1321599.819	1294289.412	1378539.444	1027280.467
M191	192173.5991	46987.64901	149014.0972	84786.83346	125676.962	77592.50232	5851761.521	2346947.738	161288.3404	7301958.351	105619.1659	28661902.33
M192	1492751884	2882543.023	412531906.7	2591053.297	4755776.034	2805481.918	324124394.9	1917951363	564766804	70318737.56	286221595	1293261294
M193	25364327.87	28583401.18	14489042.5	38820346.07	25457264.49	30699469.44	64366623.6	14607237.34	30516362.63	80278545.2	77683516.04	18808133.36
M194	36095593.84	44247696.97	45875536.22	43620719.48	42628672.97	42749658.01	40484411.64	46480946.16	46263473.1	41749576.28	41064882.31	46768583.08
M195	8842082.203	12615164.36	13146397.5	3686331.199	7372479.623	8661425.77	20852558.35	12817275.06	10909236.98	549354.3666	6264799.626	7386468.015
M196	14460541.83	15810639.83	13961659.33	11695873.01	11058552.27	12685300.02	16202409.59	3326638.428	15154969.27	15453292.52	3854746.818	8445613.72
M197	5374899.943	5174200.915	5303013.232	3023883.834	4240977.85	6292638.555	5320068.658	737094.7248	2949020.873	5248568.003	1639074.072	4279802.314
M198	9198299.184	555892.8911	27317285.66	1734895.033	3466369.586	3276802.737	20249351.53	12062643.31	15182000.3	17526565.9	3517709.978	5009499.143
M199	505604.9645	102655.0975	2802846.552	421894.2084	2610430.383	631490.6875	2989295.453	553954.788	1711855.335	2110619.434	1196617.344	958448.1593
M200	18768011.8	1555444.376	142683798.7	13105267.11	31535396.39	34934662.78	145797947.4	54423536.81	84011068.04	128895681	14605732.03	19812414.05
M201	63007912.91	190607075.8	296945295.8	252071913.9	214289907	296298056.2	369145291.4	37336504.33	210307089	323115943.4	141738473.9	26421653.11
M202	269145.8906	26464.22921	1915369.225	1134941.411	23636721.58	7717471.889	3952705.253	154947.5513	373682.6502	2541087.618	305378.5319	138301.8588
M203	26189357.11	292969934.8	96732827.78	81241931.46	417340617.5	238111382.6	414588795.1	54390013.96	85125023.09	193806141.3	116455923.8	54388376.25
M204	194248765.9	14015036.69	1507214426	344383837.1	357724805.3	512678093.1	1887403071	420844650.5	580137149.6	1488249070	285721807.1	124741820.6
M205	826564.5171	48317.51987	745998.8659	596859.5944	1688102.542	739414.2888	1363270.007	826942.0097	472653.9915	1034497.587	1306954.286	620321.2134
M206	114006278.9	30721131.88	51150507.35	272732.4826	293265.0897	308984.776	47092208.18	283620817.2	100041687.3	38031141.24	31818355.17	124963093.9
M207	8302010.221	209094.0344	213870.4924	284072.8283	353985.7761	431033.4297	9405008.77	160823.8162	146969.1572	378820.1843	245468.0552	5895064.862
M208	33518986.53	207952.8734	4653240.475	1344056.805	2196792.92	82727.96094	19126992.57	6902887.445	11391005.9	3343411.726	3201847.729	3288548.978
M209	102853.0937	100229.9128	86619.14288	107946.3367	122219.7709	104214.6816	107036.3193	115421.7279	100992.6147	104879.4122	109398.251	111901.9951
M210	5339388.666	17581292.47	1145037.872	355697369.4	207216570.4	245790070.2	8418350.134	3336267.612	3346846.958	19386275.15	2887146.512	2362404.192
M211	4315643.702	1550190.656	10192324.76	2525113.833	3971477.173	4167146.865	3333758.641	6943352.261	3756873.809	3175187.209	2951735.264	6517594.72
M212	11080835.87	6864223.525	22646297.35	24942194.51	40537867.5	36106934.04	7220995.911	20890981.98	10383568.33	22373707.22	18475954.23	29231109.35
M213	4146428.538	288535.2283	17055532.39	12088872.49	10596624.56	13061579.11	17285554.1	6430093.911	4433097.65	12436873.52	3126058.076	9437423.562
M214	172050085.2	154852168.3	176703666.4	181545632	181050068.5	179014759.5	179061296.7	167351287	4870132294	181635704.8	191531123.1	171546979.1
M215	160984.9477	201653.0231	186921.0047	133831.9693	131159.3046	121054.7922	406140.6466	302429.8986	164660.1176	263283.8217	224445.1826	154004.9219
M216	351958.3313	223887.2593	318877.855	1270058.146	8656713.673	8417152.697	330742.6291	472145.272	325633.201	326393.0473	213462.71	661942.8576
M217	8075543.596	25389916.72	4387316.966	5165849.366	7080470.792	4101903.845	29501439.91	2991999.379	4691132.316	35476281.58	12340499.27	15481000.51
M218	359674.6067	34776.5082	397212.7807	84097.28858	168694.1446	78826.33839	1970669.734	339364.8149	6140948.986	759299.133	102330.3143	310735.4563
M219	800010768.2	290931889.1	695910126.8	109535229.3	172346863.8	133663099.5	745587933.6	613138834	605876070.9	801486571.1	462487676.8	707268246.1
M220	399668.8046	321774.091	445382.1319	215714321.7	117418749.3	153653437.3	514644.2224	386024.4827	391339.0705	331205.3088	266710.6317	360653.1296
M221	891661.9075	377236.5885	737628.4791	5760338.158	5680062.645	6216319.367	1718178.613	906078.8215	623823.4095	329440.2773	1043841.364	1058595.037
M222	2195472.433	50260.10824	517510.8491	70329.95961	239405.3203	102446.6584	690499.7648	1019286.25	258220.7795	208371.0849	281337.7915	438691.6779
M223	12483236.79	1095314.11	17842288.33	8025630.969	25628890	12190338.38	35526790.28	5621583.188	15499133.96	17849280.05	6981271.484	4332509.749
M224	297309.513	30019.85561	217364.1258	760759.1146	723217.9548	981371.0661	592379.3414	376459.4077	63284.78581	291375.9815	187730.482	251502.289
M225	1981263.721	91726.8758	16932378.42	7668058.284	5633236.302	6471778.53	19595903.8	1590913.064	9018569.424	19139276.56	5363874.562	2026288.163
M226	717443.1871	7205183.707	2396750.91	13872148.5	14831390.45	15272492.92	12813013.11	2280132.045	6697990.256	5791752.448	2916105.727	2095704.518
M227	380647.669	235430.9728	339610.7926	386872.9403	274443.1689	299496.5421	393465.0147	308355.8542	320948.5676	261876.5763	226646.0396	274313.9742
M228	422386.0403	44971.89317	2427450.243	187583.9825	177913.4939	169654.9444	1676562.398	3120890.168	947801.167	1962861.896	321569.3837	1063758.041
M229	1242194.966	30930.44765	12494758.87	13554318.63	95801096.73	36863517.83	56503933.97	970466.5744	8211825.661	25653210.88	7745632.448	1516950.023
